replyID,replyDate,reply_object,replyInfoHead,typeNameD,stateInfo,single_url
16807518,2022-12-01 20:33,河北省邯郸市磁县县委书记,县医院家属院天然气停供一周，反应多次不解决,投诉/求助,已办理,http://liuyan.people.com.cn/threads/content?tid=16807518&from=search
16817725,2022-12-02 18:59,河北省邯郸市临漳县委书记,利坤燃气限购无故停气,投诉/求助,已办理,http://liuyan.people.com.cn/threads/content?tid=16817725&from=search
16820701,2022-12-03 00:20,河北省保定市定兴县委书记,民生政务,投诉/求助,已办理,http://liuyan.people.com.cn/threads/content?tid=16820701&from=search
16822607,2022-12-03 03:59,河北省保定市定兴县委书记,中燃天然气,, 不供暖 咨询 已办理,http://liuyan.people.com.cn/threads/content?tid=16822607&from=search
16823251,2022-12-03 05:25,河北省委书记倪岳峰,天然气限购和停气,投诉/求助,已办理,http://liuyan.people.com.cn/threads/content?tid=16823251&from=search
16826252,2022-12-03 16:29,河北省沧州市盐山县委书记,中燃公司冬季停气问题！,投诉/求助,已办理,http://liuyan.people.com.cn/threads/content?tid=16826252&from=search
16826890,2022-12-03 19:54,河北省邯郸市临漳县委书记,章里集镇北柴屯村没水没天然气,投诉/求助,已办理,http://liuyan.people.com.cn/threads/content?tid=16826890&from=search
16834850,2022-12-04 17:59,河北省保定市委书记党晓龙,怎样保障农民冬季取暖,投诉/求助,已办理,http://liuyan.people.com.cn/threads/content?tid=16834850&from=search
16840497,2022-12-05 03:35,河北省委书记倪岳峰,农村天然气取暖,建言,已办理,http://liuyan.people.com.cn/threads/content?tid=16840497&from=search
16841053,2022-12-05 04:28,河北省委书记倪岳峰,我村经常停天然气,建言,已办理,http://liuyan.people.com.cn/threads/content?tid=16841053&from=search
16844344,2022-12-05 09:53,河北省邯郸市市长樊成华,鸡泽县中燃公司,限购天然气。经常停气，,投诉/求助 已办理,http://liuyan.people.com.cn/threads/content?tid=16844344&from=search
16845394,2022-12-05 17:23,河北省保定市委书记党晓龙,煤改气,投诉/求助,已办理,http://liuyan.people.com.cn/threads/content?tid=16845394&from=search
16846335,2022-12-05 20:14,河北省保定市市长闫继红,燃气经常停供暖成问题,投诉/求助,已办理,http://liuyan.people.com.cn/threads/content?tid=16846335&from=search
