,省,市,区,地址,adcode
552,四川省,自贡市,富顺县,古佛镇周家村村民，自从通气通水后，每年过年期间，包括大年三十及正月初一，我们家包括周边片区均会发生停水停气等现象，无法使用天然气做饭，没有水用于洗漱，严重影响居民生活，最近几年，年年均如此，村民在社区微信群里多有怨言，也多次向村领导反映，均无济于事。恳请领导协助，早日解决村民过年期间用水用气问题,510322
553,,,,,
554,四川省,自贡市,贡井区,龙潭镇经常性停水停气，隔三差五，一个星期有四五天都会停水，百姓生活受到严重影响。,510303
555,,,,,
556,四川省,攀枝花市,西区,林中漫步业主，2022年1月26号天然气公司通知停气3小时检修。到今天为止以经停气三天还没有通气，天然气公司到现在也无法确定何时能通气。,510403
557,四川省,绵阳市,江油市,小溪坝镇东安乡社区的居民们，今年寒冬即将到来，在没有通知的情况下，停燃气了7天，给我们生活带来了极大的不便，再过几天就要过年了，请保障我们正常的用气需求，过一个平安年，谢谢！       （这是我带家里人写的，因为疫情原因，远在他乡，没法回家，请领导关注一下，感谢！）        ,510781
558,,,,,
559,浙江省,丽水市,龙泉市,驿片区首创万卷山住户，于大寒一月20日左右以来（温度只有不到十度）多日停气无法生活，致电962676客服推搪推诿不做及时处理，后又致电龙泉驿大面铺区域的抢险中心谭可伟处，告知962676并未派单，后又反复拨打多次962676，态度消极告知需要排队缴费15元才能上门。不但该中心多次答复理由及处理方案不同，一会是燃气表有问题，一会是安全检查不在家需要停气，反复多日催促无果。,331181
560,四川省,眉山市,,视高镇老君村9组农村住户，我家天然气供给突然于一周前无通知被无故停供，给我们生活带来了极大的不便，请领导确认，我们需要继续使用天然气，保障我们正常的用气需求，谢谢！,511400
561,,,,,
562,四川省,南充市,,燃气有限责任公司开具发票，发票传在附件中。 希望上级主管部门介入，对此次收费行为进行定性处理，而不是将投诉信息转移到燃气公司让其自行处理。,511300
563,四川省,资阳市,乐至县,中天镇乐阳社区长期不间断停水停气影响居民正常生活的反映 领导您好，我是资阳市乐至县中天镇乐阳社区的居民，2022年初这段时间内，由于长期各种不间断、无告知的停水停气现象，导致包括但不限于居民的基本生活需要得不到保障，我们已经向乐至县中天镇专门供水的工作人员多次反映，但依然得不到根本的解决,512022
564,,,,,
565,贵州省,黔东南苗族侗族自治州,凯里市,永丰东路碧海小区的业主，我们小区现在的物业（凯归物业）在没有开业主大会，并且2/3的业主同意的情况下由业委会强行安排进入本小区，并且在小区服务的这段时间里我们业主完全没有得到应有的物业服务。现在我们小区存在太多的问题，有2个单元的电梯一直处于停运状态很久了，物业也不维修，老人，小孩是天天爬楼梯，门禁基本都是坏的，小区大门谁都可以进进出出，甚至大白天小偷直接进家里盗窃，幸好家里有人小偷跑掉，如果遇到穷凶极恶的歹徒后果不堪设想，消防不过关，下水道长期都是坏的，公共收益等账目从来不公示。业委会和物业串通一气，无作为。让所有业主的生命财产受到了严重的威胁。恳请领导，相关职能部门维护我们的合法权益，让我们能安居乐业。,522601
566,云南省,昭通市,镇雄县,天然气从8月15日停供至今，已历时三个多月，燃气公司在11月初发通告排查，说是陆续开通天然气。前几天到我小区开通，让用户打电话去天然气公司登记排队，然后在家等天然气公司员工上门开气，在家连续等了四天，我多次打电话询问无果。天然气公司甚至说晚的过年都开不了。记得去年安装天然气报警器时服务人员很多，工作很快。但复通天然气却如此困难。天气转冷，很多人在等天然气取暖。请政府给予帮助。,530627
567,,,,,
568,云南省,曲靖市,,云健水岸雅苑的房子，由于开发商的问题，致使我们在小区很难生活，各种费用都已交了，水电经常停，天然气管道已通但却从来没有享受过天然气的便捷！一停电就做不了饭就要饿肚子，小区各种问题层出不穷，更别说房产证了，前久开学没有证学校不给上学，我们用血汗钱买点房子只为了维护我们的基本利益，请市长给我们做主！,530300
569,云南省,昭通市,昭阳区,中梁一号院小区从9月24号开始停电停水，天然气交房至今11个月了还没有通。严重影响了日常生活，物业和地产不作为，维修进度缓慢，至今没有实质进展。,530602
570,,,,,
571,,,,,
572,云南省,昆明市,,东三环金色交响家园小区的业主，前段时间我们小区开始了燃气管道的改造工程，目前工程已到了引气入户的施工阶段，在此期间，燃气公司要求一楼的两百多户业主必须交纳15000元的工程改造费，如果不交就停供燃气。据我们了解，同样的情况在城区的小区改造工程分文不收，如拓东体育馆的家属楼片区，董家湾住宅片区等。但是到我们这里就要向业主收取如此昂贵的工程费，事前没有公示征求业主意见，也没有公布材料造价等,530100
573,云南省,昭通市,彝良县,渔湖新城二期业主，我们开户费属于自己出，总的开户费我们自己出了差不多4000千左右，发改委文件明确规定，2018年10月28下发的文件，开发商11月28的备案，现在天然气公司无证经营，导致我们从我3月停气至今，我们的损失谁买单？谁为我们业主的损失负责，望领导给予解决！,530628
574,云南省,昭通市,彝良县,渔湖新城二期业主，根据发改委文件，我们业主开通天然气是由开发商出，但是开发商和中城然气有限公司联合起叫我们业主签了个补充协议，开户费就落到业主自费，补充协议也不符合国家规定，按这种这个补充协议应该无效，但是中城然气有限公司无资质依然叫我们交了开户费才给我们通气，从2022年3月停气至今，没过说法，给我们造成的损失谁买单，望领导给予严查，给业主一个交代,530628
575,云南省,,,人民政府（2022）32号，落实用水用电用气“欠费不停供，”，设立6个月缓交期，根据实际进一步延长，缓交期间免收滞纳金。但是沾益供电局昨天通知我公司今天3点以前不缴纳这个月的电费就停我们公司的电。垦请尊敬的领导协调一下。,530000
576,云南省,昆明市,盘龙区,桃源广场云智停车收费车位上，自己办完事情，停车3到5分钟。收费员就在旁边并未过来收费。车开走后，5月27日收到停车3个多小时账单10元。当时已通过APP反映情况没有停那么长时间。结果今天6月19日又收到同一账单。打人工客服087164119922进行处理，结果人工客户让我提供离场证据。提供不了只能按此收费，还让我打12345投诉。我个人开车来停车不可能提供离场证据。只有停车场可以提供。结果云智停车不履行自己监管职责，帅锅给用户。还让客户自己投诉政府。我对此十分生气。 因此，个人建议 1、云智停车完善停车收费系统，避免经常出错。 2、提高业务员业务素质和工作效率 3、云智停车内部有投诉了尽快解决，不要什么都找政府，干扰政府正常办公。,530103
577,,,,,
578,云南省,曲靖市,沾益区,龙华街道大为小区的一名住户，家中停气已有五日，此前物业及燃气公司并未通知，自行询问物业才得知小区燃气泄漏，且未回复通气时间。 全小区停气后，燃气公司并未抓紧时间抢修，工作效率低下，一整天连一栋楼都排查不完，住户多次询问催促。据业主群反映，有楼栋已经停气一个月，现下无法做饭烧水，没有热水使用。这不仅对生活造成了极大阻碍，也是对资源极大的浪费！ 请领导及有关部门给予帮助，谢谢！,530303
579,云南省,昭通市,,碧桂园小区二期翡翠湾现在燃气开不了户，说原来的燃气公司需整改。用户些说以前供气也不正常。请政府领导高度重视，现在大家的生活都和燃气息息相关，严重影响了住户的生活。,530600
580,云南省,昆明市,呈贡区,雨花毓秀小区正心苑G栋一单元8**室业主吕**，我于2016年7月买了雨花毓秀8**房子，于2016年8月29日在小区物业办理了装修施工证，把40平米的客厅装了隔断，于2019年被呈贡区住建部停水停电到现在已经三年多，理由是我们违建，要我们把隔断拆掉，对于住建部的工作，我们表示支持，但是，我们装修的时候是在物业办理装修证凭证施工的，物业并没有告诉我们不可以隔隔断，装修施工证上我们也明确注明施工内容要隔隔断，进行装修的时候也是先隔好了隔断才开始贴地砖吊顶等，现在要拆，就牵扯到之前的装修要拆掉，地砖要重贴，墙面要重做，吊顶要重做，随随便便一拆一装，10万块钱就不见了，为此，我多次找到物管和区住建局，希望拆装费能够双方各承担一半，但是物管说16年的时候并没有要求不能装隔断，不是他们停的水和电，要我找住建局，住建局同意开水和电他们才能开，我又多次到住建局的物管办，希望能得到解决方案，但是呈贡区住建局的物管办说房子一定要拆了才能开水电，如果我们认为物管没有告知有责任就找物管，不要找他们，还说我带着7岁的儿子在住建局行骗，对此，我很无奈，也被气哭了，希望刘书记能给以解决，谢谢！,530114
581,云南省,玉溪市,红塔区,共美园家改造区里的住户，原群艺巷3号市二幼生活区，我们小区一直都是幼儿园收水费现在幼儿园即将强迫停我们供问水题，要求我们自己承担改造一表一水户管问题，我们也向红塔区住局建反映回复不是在改造资金范围，于由费用太高到目我前们小区大家没有统一意见，有还我们小区空置未拍卖出去的房子还属于政府。我们也看了关于发改委下发的文件，改造是不是要求民意调查吗，从老百姓真正需求作为改造项目吗，有谁来调查过我们老百姓的需求，比如“屋面防水、保温改造”属于老旧小区能节改造内容，哪个领导问过我们老百姓，房顶有水渗入现像，屋内水管老化漏水，这些都没有领导关心，这次共美家园改造其实住户怨声挺大的，只是领导看不到。“楼内水、电、气、热、通信、消防等管线改造。”属于老旧房屋综合改造内容，“供水管网设施改造”属于础基设施改造内容。我们已向我们市政府助求，没有如消何息，市二幼又要停我们的水，现在又催着登记水管改造，我们无奈只能向省领导求助我代表我们小区大家的求助，希望领导能协商解决我们老百姓的水管供水问题，减轻我们老百姓的压力。在表此示感谢！​‎,530402
582,,,,,
583,,,,,
584,陕西省,西安市,周至县,金周鑫城一个普通的住户，我们生活和安全已经严重受到影响，我反馈的情况主要有以下几方面 1、周至县金周鑫城野蛮施工，不做防护，今年12月一月内停水停气六次每次超过八个小时，11号，7号楼楼体地基、水管、气管裸露，塌方，存在严重隐患。业主无法正常生活金，多次向县政府、城建部门反馈得不到根本解决 2、周至县金周鑫城物业捆绑水卡收取其他不合理费用，小区垃圾遍地只收费不办事，近期根本找不到人，向物业办多次反应得不到解决 3、从2016年至今办不到房产证，开发商合同内的设施缩水和不建设，长年多次向县政府，城建部门反馈得不到解决 4、开发商和物业是一家，多次坑害业主利益      麻烦领导百忙之中关注一下我们的事情，让我们有一个安全干净的家园。不胜感激！,610124
585,陕西省,咸阳市,三原县,陂西镇的一名村民，自从去年煤改气之后天然气一直供不上，一到下午就停气，饭做不成，暖气用不成， 希望能得到领导们的解决！,610422
586,陕西省,西安市,周至县,二曲镇金周鑫城小区内施工无人监管随意开挖，导致多次将水管，天然气管道挖断，12月29日下午16时左右因开挖塌方导致天然气管道悬空，天然气公司以存在安全隐患为由关掉阀门，导致3、7、11三栋楼四百多户居民家中无气可用，烦请领导尽快督促相关部门进行处理，尽快恢复小区居民天然气供应。同时希望相关管理单位履行监管职责，及时制止违法施工行为。,610124
587,,,,,
588,,,,,
589,,,,,
590,,,,,
591,陕西省,咸阳市,三原县,福音村的村民，我们村近期几乎天天停供天然气，我们的取暖和生活受到严重影响，我们农民为了国家响应国家的政策要求，虽然烧天然气对我们的生活成本增加了很多，但是我们依然响应国家号召停止烧煤取暖、做饭，为环境改善尽老百姓所能做的。 现在恰逢严冬，天天停供天然气，家里也都有上了年纪的老人，很多有基础疾病，又恰逢疫情肆虐，让我们老百姓怎么温暖的度过这个冬天。 我想这样停气的情况，在城市里恐怕不敢吧，不能因老百姓好说话，信息闭塞而任意而为。之前在安装天然气的时候，我们老百姓就有很大的担心，就怕停气，现在果不其然，天天停气，政府对此简单粗暴的处理，说停就停。还有自来水，也是说停就停，给出的理由是某处管道破了，某处阀门坏了，反过来想想，为什么用了没几天的管道三天两头的坏呢？明显的垃圾工程，偷工减料。诸如此类问题在农村太常见了，老百姓只能忍气吞声任由当官的愚弄，太气人了。  在此真诚的希望您，我们的父母官能为一方百姓着想，解决 一下我们的民生问题，再次感谢！  来自福音村的一位农民/村民。,610422
592,福建省,三明市,永安市,城小区居住，冬季寒冷，然而现在一连好几天晚上凌晨就把天然气停了，这一会有，一会么有气的，会对家里壁挂炉产生损坏，联系天然气公司说是限气！去年冬季都可以，为啥今年就是各种理由，请领导能解决问题.,350481
593,,,,,
594,,,,,
595,重庆市,县,,委书记为民做主！,500200
596,,,,,
597,陕西省,西安市,高陵区,玉祥天然气公司不发通知随意停气，导致群众不能使用天然气。第一、没有提前发通知，正在蒸馒头，刚刚上锅不到10分钟就停气了，导致一锅馒头扔了。第二、由于群众盖房导致天然气管道向外移动，临时支撑着，盖完房后公司在吧管道固定在群众墙上，前一个月群众就给天然气公司打电话要求挪管道，并且打了4、5电话都没有来，现在已经进入冬防期，暖气已经开始使用，直接停气暖气就用不了了。前后维修约3.5个小时，暖气片就冰凉凉了，从新再烧把冷水烧热要比平时多烧20方气。就此事我到玉祥天然气公司运营部进行咨询，截至目前没有给我回复。,610117
598,,,,,
599,陕西省,西安市,蓝田县,天鹅湖小区业主，每年冬季我们小区都频道停气，我们是自备壁挂锅炉取暖，导致无法正常取暖，年年如此，昨天晚上停气，今天晚上又停气了，因疫情原因全家人都在家里不能出门，只能在家里挨冻，每次询问西蓝天然气公司都是正在检修，可是这都几年了呀！我们从未接到检修通知。我们实在受不了了，希望有人管管可以吗？,610122
600,,,,,
601,陕西省,渭南市,富平县,领导您好:     我是富平县秦政上官坊小区的一名业主，交房已经2年多，装修入住至今未通暖气，又快到供暖季节了，但物业公司至今还在推诿供暖事宜，2021年未供暖我们只能租房子住，燃气不够用，经常停气的情况下如果再不供暖今年这个冬天该怎么办？大人都无所谓，主要是家里都有小孩。请领导了解一下情况，如果真的因为什么困难问题供不了暖我们也理解，还请领导能关注一下这个问题。,610528
602,,,,,
603,,,,,
604,陕西省,西安市,未央区,太祥路违停目前已常态化，规模化，具体表现为： 1.  双向快车道违停； 2.  全天24小时，全天候违停； 3.  此处理方式，已造成，路边划分的收费停车位空空荡荡，双向快车道违停满满当当。  受此无人管理影响，周边御井路，重光路，太荣路，违停严重； 1.  太荣路与御井路丁字路口违停严重，御井路的加气站，加油站门口已成停车场。 2.  欣心家园优然居西门地下停车场出入口违停严重，无人治理，造成出入地下停车场的车辆，视线受阻，存在重大的安全隐患。,610112
605,,,,,
606,,,,,
607,陕西省,西安市,雁塔区,曲江街道公田五路与春临五路金地中心风华小区，长安天然气公司对我们小区已停止供气5天了，原因是说小区内部分业主有改天然气管道，造成安全隐患，天然气公司全部停气，恢复供气至少一个月，这就造成生活非常不方便，望解决。,610113
608,,,,,
609,,,,,
610,陕西省,西安市,,气温骤降，家里老人和孩子吃饭都成了难题，也没有热水用，生活非常不便，并且无任何部门过问，问题的解决遥遥无期。  几天来，经过业主、物业和天然气公司反复沟通，问题未得到解决，现将问题汇总如下： （1）天然气公司说不清停气原因，只是含糊其辞地说有业主私改天然气管道，有安全隐患，经物业调查，我小区并不存在这种情况，所有改动的管道，均是天然气公司收费改动，并且签有合同； （2）天然气公司工作人员声称是经上级部门授权停气，但拿不出相关文件或批示，并且给不出具体整改方案，在这种情况下草率停气，已严重影响到居民正常生活； （3）天然气公司声称要把所有主管道全部改掉，这已涉及到楼房交付之前的管道设计问题，而不单是个别业主改管道的问题了。  现在业务们的诉求如下： （1）把造成安全隐患的真正问题向大家公开； （2）落实造成安全隐患的责任人，追究相关责任； （3）拿出切实可行的整改方案； （4）在没有拿出方案的情况下，先保证居民正常用气需求。 请市长督促相关部门尽快处理，谢谢！ ,610100
611,,,,,
612,陕西省,西安市,雁塔区,海伦国际小区车库入口乱停车，经常堵塞正常车辆进出，带来极大安全隐患，小区消防通道长期被社会车辆占据，消防车无法进出！ 2.东西两个大门门口流动商贩众多，食品安全质量无法保证，严重影响市容市貌，执法部门未及时有效进行管理。 3.海伦国际今年内安全事故频繁出现，天然气与水管接错，造成小区停气三天；昨日小区6号楼住户发生火灾，火警车进不了小区；物业长期不作为，小区业主数次到街道办反应问题，也无进展。  ,610113
613,四川省,攀枝花市,西区,二号院的小区，业主们长年累月生活在一处，小商小贩叫卖连篇，绿化枯死一片废墟，车辆乱停乱放，楼宇内长年累月不保洁，水电垃圾均未按市政收费标准，天然气入住十余年21年底才通条件是捆包壁挂炉，否则不接通天然气，为此每户业主缴纳10500元。望政府领导能后关注给予我们合理解决！！！,510403
614,,,,,
615,,,,,
616,,,,,
617,,,,,
618,陕西省,延安市,吴起县,开发区农行和石化厂家属院地下室下泄，曾找社区反应过但无人问津。在2022年5月7日晚上社区工作者告知住户楼房有安全隐患，暂时不能居住。县长来看了，要求三天时间专业部门给出鉴定结果，截止今天8月11日已经三个多月过去了，居民未见到任何鉴定结果，并且停水停天然气，48户居民无法正常生活。我和老伴都七十多岁了，住在五楼，靠从公园卫生间里提水生活，希望楼房不要再停水和天然气，让我们能正常生活。,610626
619,重庆市,县,,里其他小区每度电高1毛2分多钱，必须物业买电2.电费高点就高点我们手机充不了电费只能物业买电就算了，一到夏天就停电，多收费最起码要有保证，天气最热的时候就停电，家里根本没法呆，新买的电器来回停电断电，电器的损耗怎么办3.冬天就是停气，全蓝田县里就这个小区收的高，夏天停电，冬天停气，常规操作。,500200
620,,,,,
621,,,,,
622,,,,,
623,,,,,
624,陕西省,榆林市,定边县,民生西区的房子，入住以后发现暖气有问题，冬天非常冷。小区是业主委员会自治取暖，向业主委员会多次反映一直未给解决，20年又缴清所有费用准备改为壁挂炉取暖，天然气公司以管道压力不足为由拒绝给我改造，但是小区却有改造的住户。21年冬，我迫于无奈，又不能自己取暖业主委员会也不给解决就没有缴费，我一直抱着解决问题的态度，希望业主委员会能解决我的取暖问题，我好好交费，业主委员会不但不解决我的暖气问题，还以我未缴费为由停了我的用水。我享受不到暖气，难道我还要年年交着费冻着？小区年年收个暖气费这里问题那里问题收不齐，停暖了就号召大家到处投诉，为什么不直接改造各烧各的？ 希望各位领导能帮助解决眼前实际困难，谢谢。,610825
625,陕西省,西安市,新城区,东元西路社区居民，地铁三号线建成通车后我社区居民交通出行更为便利，全体居民无不感念政府恩情。三号线运行多年以来，石家街地铁口A出口西北片区大面积土地闲置，垃圾满地，虽然去年市政围起了围墙，但是在中心城区土地资源日益紧张的今天，很多市民对这种闲置感到不解。希望政府统筹规划，将该地块或设计为市政公园(可设置地下1~2层付费停车场)，美化环境的同时缓解周边小区停车难的问题；或设置大型商超提高周边居民生活质量。希望领导百忙之中予以考量。另外关于我社区东元西路/七彩巷断头路的问题希望领导给予重视，安仁坊安置楼启用后，东元西路社区居民数量将再创新高，加之东元西路上有加油站一座，出租车/公交车/私家车排队加油加气，经常造成堵塞，道路承载能力严重不足，上下班高峰期经常是车挤车人挤人非常不便，东元西路道路两边不分昼夜都停满了车，许多骑自行车上下学的学生不得不在机动车道上骑行，非常危险。以上，希望领导统筹规划，建设我们美丽新城，活力新城。,610102
626,,,,,
627,,,,,
628,陕西省,咸阳市,,往返的，那个路口单行道就一个车能过去，旁边还是个加气加油站。也没有非机动车道。每天排队挤，很危险。 为啥旁边的加油站不搬或者路进行扩建？         2.而且附近河堤路全部是机动车乱停，旁边靠近河堤路公园旁边，随意乱停乱放，交警也不管。靠近化工厂方向的，非机动车道也是机动车，好多机动车把机动车道全部占完了。        3.建议兰池大道通往化工厂的方向打通，化工厂挡了道，不能直接通往市区，车全部在化工厂附近堵的。,610400
629,陕西省,西安市,未央区,辛家庙街道长安易居居住，今天3月5日暖气摸着已经凉了，离停暖还有10天。虽然近期天气升温，但早晚还冷，尤其是晚上。问物业，说是热力公司来的气只有30度，到家里就凉了。打太华路热力公司电话86365006，永远占线。请领导帮着出面解决此事，谢谢！,610112
630,,,,,
631,陕西省,安康市,,的天然气严重不足，致使天然气公交车全线停运，到2月底天然气公交车才恢复运营，请问，今年市公交公司新购置电动公交车能分配到哪些线路上？,610900
632,,,,,
633,陕西省,渭南市,,广厦丽景花园小区的居民，自春节后我们小区的天热气就严重不正常，一天停5回气属于正常现象，有时候连续停气超过18小时，严重影响小区居民的正常生活，找相关部门也是互相推诿不解决实际问题，请书记帮我们3000多人解决一下,610500
634,,,,,
635,陕西省,西安市,,华弘物业市政小区提供供暖用的天然气，以小区目前供暖用的天然气马上用完，已多次和紫光公司联系，至今没有人来充值天然气。据昨天紫光收费人员来说，本小区暖气收费只有40多户，所以要停止供暖，但供暖所交的费用是到2022年四月份，期间有多次停暖，现在直接停暖，最近大雪天气，所有住户房子暖气冰凉，我们需要紫光新能供暖公司给我们所有住户一个说法,610100
636,陕西省,渭南市,富平县,富士莱小区居民，这几天通源天然气不定时停气说是管道气压低，无法保证居民正常生活，请求领导给予帮助。,610528
637,,,,,
638,陕西省,渭南市,富平县,富士莱小区，供暖不行，做饭也不行，我们这是富平县富士莱小区，今年这一个冬天，天天停天然气，之前还是晚上停气，最近一天都是没气，吃饭和采暖都成了问题。请领导关注。,610528
639,,,,,
640,,,,,
641,陕西省,延安市,,宝苑大厦的一位业主，从2020年冬季开始，几乎每年都会出现上游供气不足，导致住户无法正常使用天然气的问题。 第一、尤其像我们这种不是集体供暖的用户，白天把房子烧到22度左右，晚上10点左右停气。第二天早上室内温度只有15度左右。 第二、第二天早上来气的话继续把房子烧热，是不是更费天然气。？这个是不是我们的损失。 第三、这个问题存在，但就是解决不了，给天然气公司打电话，他们说上游不供气，他们没办法，找政府去。 以上问题，请领导关注。,610600
642,,,,,
643,,,,,
644,,,,,
645,,,,,
646,陕西省,宝鸡市,岐山县,天然气公司，在县城凤鸣花园施工中霸王施工，无依据乱收费。没有征求业主意见，先施工后收钱。施工中不文明施工，欺哄性施工。12月27号停气，至今已经12天。请书记百忙之中 ，关注解决我们的用气问题，以及欺哄施工，在业主有无物权的墙壁上打孔问题予以解决！  同时要对前面不当行为和违反物权法行道歉并承担法律责任。 ,610323
647,,,,,
648,甘肃省,临夏回族自治州,临夏市,银星怡景苑小区的过冬问题一直都得不到解决，得到的回复是冬天用气量增大，主管道压力不够，那么这不正是该解决的问题吗？同一个小区一期房没气，二期楼栋隔壁小区都还正常！这也不是主管道的问题啊，门口的餐厅能正常营业！我们诉求老人孩子能过一个温暖的冬天！不要每年都是这种结果愈演愈烈！希望大家能温暖过大年！祝愿书记工作顺利，万事如意！,622901
649,,,,,
650,甘肃省,临夏回族自治州,临夏市,的市民向你求助，自入冬以来临夏市的天然气三次断供，给市民生活带来了极大的困扰和寒冷的疾苦，我们多次给市长热线打过电话，接线员总是那句恢复，上报给上级领导了，我们有管部门打电话又总是在推诿，说正在协调～但是过了几个月问题一直没有解决。希望书记能协调地方的领导给百姓点灯，给百姓一个温暖的家～谢谢,622901
651,甘肃省,兰州市,城关区,住建局及雁滩供热办、社区多次均未解决，导致居民拒交暖气费。今年小雁滩供热站以小区欠费太多问题停暖暖（说没有足够天然气烧）来威胁住户缴费，希望书记能督促帮助我们小区解决一下。,620102
652,甘肃省,兰州市,,12345热线投诉，热力客服以老旧小区设计问题，热力管道气堵，循环不畅，安排排气搪塞，但室温未有改善，后期拒绝受理，前两月供暖季室温一直未达标，更在1月4日突然停供更换热泵（疑问:怎么会无备用泵），居民一片怨言，热力公司豪橫，投诉反馈问题从未见人员查看处理，没有解决问题的态度，请领导为居民做主。感谢领导！,620100
653,重庆市,县,,领导！您好，本人投诉礼县德通天然气公司。德通燃气公司没有通知用户的情况下在寒冷的夜间无故停气，导致家人着凉感冒。打客服电话咨询是否停气更是直接回复“对，停气了，我们也不知道具体情况”。恳请相关领导对该公司以上行为进行监督纠正，今其能够保证最起码的消费者权益。,500200
654,,,,,
655,,,,,
656,甘肃省,平凉市,,利通天然气公司接管的政府指导文件，本人积极响应文件，于2022年10月16日把天然气表更换为利通公司的表，并现场充值50元，2022年11月9日，家里的天然气停气，自己通过他们公司的充值软件缴费100元，拨打利通公司的客服电话，不是占线，就是没有人接，最后通过其他联系方式才使家里通了气。我在这里相说的是，我现在家里2个人，每天做饭2次，有时候下午不做饭。大概我算了一下账，不到12天时间，每天基本上气的费用达到4元。而原先的广汇公司的气，基本上同样的金额可以用1月时间，而且，今天我打电话把他们的有关人员咨询了一下，他们说公司安装的表是经过质监局检测的表，如果自己觉的有问题，让我们住户自己到质监局检测，请问领导，这个是事怎么解决。而且，根据新河湾已经换表的住户，都反映利通公司的天然气表比较费气，客服电话今天打了几次没有打通，请领导您能在百忙中了解一下这件事，谢谢。,620800
657,,,,,
658,甘肃省,天水市,甘谷县,富强佳苑小区住户，买房子的时候富强佳苑小区是从象山中学买的，物业由象山中学代管理，物业费一年1200元，没有物业公司，电费在学校缴纳，一次200元，从今年开始物业象山中学不再管理，让住户自己成立物业委员会，结果社区不管，导致电梯因为年检和电费问题停运1个月，最后发生了住户堵校门事件，（住户的理解是学校大门通道在房产证上标明是富强佳苑全体业主所有，不归象山中学所有，堵通道属于正常）最后派出所以处分个别业主为代价结束这个事件，物业问题也一直没有得到解决，更为过分的是交100元电费收取10元手续费，只能限周一，周三，周五缴纳，现在冬季供暖快开始了，业主无处缴纳暖气费，供热公司不收，天然气也没有通，现在是啥都没有，我才买房子两年，孩子还小，没有暖气怎么过冬，总不能在楼上驾个炉子吧！社区和象山中学协商，结果是协商不通，希望王市长能够重视，督促有关部门尽快解决问题。,620523
659,甘肃省,陇南市,武都区,江南街道办赵坝三岔路口到苏家坝（包括廉租房小区门前道路），自建房和小区住户在街道两边停满各种大小车辆，宽敞的两车道成了单车道了，安全隐患太大，而且僵尸车太多了，一停就是好多天不动，交警虽说有时候也会过来贴罚单，但是效果不是太大，能不能加强每天路面交警巡查力度或直接设立电子警察抓拍。 二、赵坝到苏家坝路段虽说不是主城区，但是也是城市的一份，主城区天天洒水，冲马路，反而赵坝到苏家坝道路尘土漫天，一辆汽车走过后面骑摩托车人的气都不敢喘。能不能每天用洒水车洒洒水。 三、从赵坝三岔路口到苏家坝街道上预埋管道开挖的好几条沟渠没填平，坑坑洼洼的，走过的车辆稍不注意就成跳跳车了。尤其廉租房小区门口到山水美域小区门口，路面直接大坑小窖，埋管道的人在马路横着挖的几条大沟，没用沥青或水泥填，直接用土填的，再加上旁边工地还在施工，路过的车辆吧泥水带着路面上干了以后满街都是遗落的沙石和尘土，干净的鞋子走一遍鞋子上薄土就一层，而且一下雨直接成泥浆泥坑了，骑电动车都不敢走，只能从人行道或者街道办政府门口绕行。希望把这些坑填平一下，群众出行和街道形象都会大大提高！,621202
660,甘肃省,张掖市,甘州区,营运出租车一千二百多辆 天然气出租车三百多辆 天然气加气站白天下午三点多停气 要么五点多停气 停气后只有城东加气站在加 但是等待时间实在太长了 最少一小时 多的时候要等两小时 加满一次能跑两百公里路程 白天还行等一多个小时也就加上了 晚上加气太难了 作为出租车司机时间很重要 一天加气的时间就要浪费三个多小时 还不一定能加上 疫情期间出租车收入就不高 加不气就不出车 不出车一分收入没有 本来就赚的辛苦钱 加气站这服务态度真的不敢恭维 城东晚上加气主要是半挂运输车辆 大车一次性加几百 出租车加满也就几十块钱 加气员嫌麻烦动不动就停止加气了 这种情况已经持续半月了 望领导关注一下这个事情 时间太长话确实吃饭都是问题了,620702
661,甘肃省,庆阳市,镇原县,天成国际的业主，现在我想反应一下天成国际目前存在的问题 1、交房1一年了，到现在为止还没有通天然气，现在做饭、洗澡等最基本的民生问题都解决不了，物业、开发商、供热公司互相踢皮球，上千户的小区业主抬着煤气罐上楼，安全问题怎么解决？ 2、天成国际目前的物业费高达1.48元/平，一个贫困县地区的物业费能达到1.48元是谁给批准的，而且物业费稍微有欠款物业就停门禁卡，作为天成国际的业主我连小区的大门都进不去，是谁给的权利可以停业主的门禁卡，把业主拒之门外，有家回不去。那究竟是我买的房子还是物业的房子？ ,621027
662,甘肃省,兰州市,城关区,和平路原（档案馆）甘肃文物考古研究所后院天然气从5月27日开始停气维修，排水。时间待定。打96777客服客服人员说不知道。请天然气城关区分公司百姓怎么生活，怎么吃饭。维修天然气还是在欺压老百姓。天然气城关区分公司不作为，不给居民办事，反而以维修排水不让老百姓生活。请尹书记给予处理解决,620102
